"_type","budget_dinner","budget_lunch","genre","name","reviewCount","score","score_dinner","score_lunch"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","ワインバー","
                ル ピピ ダンジュ
              ","8","3.04","3.03","3.04"
"dict","null"," ～￥999","コーヒー専門店","
                コメダ珈琲店 横浜元町店
              ","19","3.07","-","3.07"
"dict","null"," ～￥999","中華料理","
                中国料理光龍飯店
              ","20","3.08","3.00","3.19"
"dict","￥1,000～￥1,999"," ～￥999","中華料理、広東料理、スイーツ（その他）","
                永泰楼
              ","11","3.06","3.06","-"
"dict"," ～￥999"," ～￥999","カフェ、和菓子、中華菓子","
                ひと息 茶屋
              ","4","3.04","-","3.04"
"dict","￥3,000～￥3,999","null","ステーキ、ピザ、バー","
                ベニーズプレイス
              ","6","3.26","3.26","-"
"dict","null","null","居酒屋","
                居酒屋 ピエロ
              ","null","-","-","-"
"dict","￥2,000～￥2,999","￥2,000～￥2,999","広東料理、中華料理","
                中華飯店
              ","3","3.09","3.04","3.09"
"dict","￥4,000～￥4,999","null","焼肉","
                焼肉 オルソ
              ","3","-","-","-"
"dict","null","null","パブ、西洋各国料理（その他）","
                ピカソズ ネスト 石川町店
              ","1","3.00","3.00","3.00"
"dict","null"," ～￥999","カフェ","
                ヨコハマ・コーヒー・スタンド
              ","2","3.02","-","3.02"
"dict"," ～￥999","￥1,000～￥1,999","中国茶専門店、カフェ、肉まん・中華まん","
                悟空茶荘
              ","294","3.58","3.44","3.58"
"dict"," ～￥999"," ～￥999","肉まん・中華まん、飲茶・点心","
                江戸清 中華街本店
              ","251","3.58","3.49","3.58"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","中華料理","
                華錦飯店 新館
              ","6","3.06","3.05","3.06"
"dict","null"," ～￥999","おにぎり、弁当、カレーライス","
                ホッと こめや
              ","7","3.07","3.02","3.07"
"dict","￥15,000～￥19,999","￥4,000～￥4,999","京料理、懐石・会席料理、寿司","
                京料理 熊魚菴 たん熊北店 横浜ホテルニューグランド店
              ","26","3.08","3.08","3.09"
"dict","￥6,000～￥7,999","￥1,000～￥1,999","寿司","
                鮨処 益子
              ","3","3.12","3.12","-"
"dict","null","null","カフェ","
                カフェ ザ ローズ
              ","null","-","-","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","中華料理、餃子","
                山東 1号店
              ","257","3.59","3.58","3.59"
"dict","null","null","バー","
                Bar珊瑚
              ","null","-","-","-"
"dict","￥3,000～￥3,999","null","ダイニングバー、無国籍料理","
                MOKU
              ","17","3.34","3.34","-"
"dict","null"," ～￥999","担々麺、中華料理","
                華星 別館
              ","3","3.05","-","3.05"
"dict","null","null","韓国料理","
                済州
              ","null","-","-","-"
"dict","￥5,000～￥5,999","null","寿司","
                辰すし
              ","4","3.04","3.04","3.02"
"dict"," ～￥999"," ～￥999","パン、サンドイッチ、ベーグル","
                ブラフベーカリー
              ","209","3.59","3.09","3.59"
"dict","null","null","ダイニングバー","
                焼鳥バル Le Coq
              ","null","-","-","-"
"dict","￥3,000～￥3,999","null","居酒屋","
                東繕
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","カフェ、ケーキ、チョコレート","
                パルファン
              ","29","3.30","3.07","3.29"
"dict"," ～￥999","null","弁当","
                崎陽軒 石川町駅店
              ","1","-","-","-"
"dict"," ～￥999"," ～￥999","カフェ、チョコレート","
                横浜チョコレートファクトリー&ミュージアム
              ","15","3.11","-","3.11"
"dict","￥3,000～￥3,999","null","焼鳥、居酒屋","
                焼き鳥 侍
              ","4","3.19","3.19","-"
"dict","￥5,000～￥5,999","null","西洋各国料理（その他）、ダイニングバー、カフェ","
                アテネ
              ","22","3.07","3.08","3.05"
"dict"," ～￥999"," ～￥999","クレープ","
                モミアンドトイズ 横浜中華街店
              ","8","3.03","3.00","3.03"
"dict","￥1,000～￥1,999","null","お好み焼き、もんじゃ焼き","
                お好み焼き すずや
              ","2","3.00","3.00","-"
"dict","null","null","ダイニングバー、創作料理","
                コンパスポイント
              ","null","-","-","-"
"dict","null"," ～￥999","パン、サンドイッチ","
                ウチキパン
              ","298","3.58","3.12","3.58"
"dict","￥20,000～￥29,999","null","旅館・オーベルジュ（その他）","
                メルパルク 横浜
              ","4","3.06","3.06","3.02"
"dict","￥5,000～￥5,999","null","ふぐ、鍋（その他）、懐石・会席料理","
                玄品 石川町
              ","6","3.04","3.04","-"
"dict","null","￥1,000～￥1,999","寿司","
                元町都ずし
              ","7","3.08","3.02","3.09"
"dict","null","￥1,000～￥1,999","カフェ、チョコレート","
                STAR JEWELRY CAFE & Chocolatier
              ","15","3.17","-","3.17"
"dict","￥1,000～￥1,999"," ～￥999","広東料理、中華料理","
                鴻
              ","19","3.35","3.14","3.50"
"dict","null","￥1,000～￥1,999","喫茶店","
                かもめ
              ","1","3.01","-","3.02"
"dict","null","null","居酒屋","
                凡凡
              ","null","-","-","-"
"dict","null"," ～￥999","中華料理","
                中国料理武夷菜館
              ","12","3.07","3.07","3.08"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","ラウンジ、喫茶店、カフェ","
                ラ・テラス
              ","42","3.07","3.06","3.07"
"dict"," ～￥999","null","その他","
                セブンイレブン 横浜石川町一丁目
              ","1","3.00","3.00","-"
"dict"," ～￥999"," ～￥999","洋菓子（その他）","
                ミレメーレ 横浜中華街西門通り店
              ","1","-","-","-"
"dict","￥1,000～￥1,999"," ～￥999","広東料理、飲茶・点心","
                牡丹園
              ","113","3.50","3.10","3.54"
"dict","￥5,000～￥5,999","null","創作料理","
                創作料理4040
              ","3","3.04","3.03","3.05"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","韓国料理、焼肉、ホルモン","
                牛三郎 横浜元町
              ","19","3.53","3.52","3.54"
"dict","￥2,000～￥2,999"," ～￥999","焼鳥、居酒屋","
                たまや
              ","10","3.05","3.05","3.05"
"dict","￥3,000～￥3,999","null","焼鳥、イタリアン","
                炭火焼き鳥　高虎
              ","6","3.25","3.25","-"
"dict","￥1,000～￥1,999"," ～￥999","四川料理、中華料理","
                味臨軒
              ","25","3.11","3.10","3.07"
"dict","null","￥1,000～￥1,999","カフェ・喫茶（その他）、甘味処、かき氷","
                香炉庵 茶寮 元町本店
              ","18","3.41","-","3.41"
"dict","null","null","ダイニングバー","
                TAP
              ","null","-","-","-"
"dict","￥1,000～￥1,999"," ～￥999","カフェ、パン、創作料理","
                Paty Cafe
              ","32","3.07","3.01","3.07"
"dict","null"," ～￥999","四川料理、バー・お酒（その他）、カフェ・喫茶（その他）","
                黄鶴樓
              ","2","3.04","-","3.05"
"dict","￥2,000～￥2,999"," ～￥999","パスタ、バル・バール","
                元町生パスタ
              ","17","3.37","3.00","3.41"
"dict"," ～￥999"," ～￥999","その他、カフェ・喫茶（その他）","
                ベビースターランド
              ","65","3.06","3.00","3.06"
"dict","null","null","ハンバーガー、バー","
                ダフィーズ
              ","null","-","-","-"
"dict","￥2,000～￥2,999","null","バー","
                FUZZ
              ","4","3.04","3.04","-"
"dict","￥6,000～￥7,999","￥6,000～￥7,999","旅館・オーベルジュ（その他）","
                スターホテル横浜
              ","3","3.00","3.00","3.00"
"dict","null","null","バー","
                ビーグラット
              ","1","3.04","3.04","-"
"dict","￥5,000～￥5,999"," ～￥999","バー、バー・お酒（その他）、その他","
                梅酒バー　アプリシエ
              ","6","3.06","3.06","3.05"
"dict","￥3,000～￥3,999","null","ピザ","
                小麦がうまいピザの店 PIZZA PAZZA
              ","5","3.06","3.05","3.05"
"dict"," ～￥999"," ～￥999","ラーメン、焼鳥、餃子","
                らーめん満月
              ","22","3.06","3.00","3.07"
"dict","￥2,000～￥2,999","null","ダイニングバー、ビアバー、ワインバー","
                B&W
              ","1","-","-","-"
"dict","null"," ～￥999","カフェ","
                セイカ カフェ
              ","1","3.05","-","3.05"
"dict","null"," ～￥999","ラーメン","
                めんや風来房
              ","15","3.10","-","3.10"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","韓国料理、立ち飲み居酒屋・バー、居酒屋","
                サンドゥレ・ポチャ
              ","3","3.06","3.06","-"
"dict","null","null","カフェ","
                クラフト ナカニシ
              ","null","-","-","-"
"dict","null","null","定食・食堂","
                はまよし
              ","null","-","-","-"
"dict","null"," ～￥999","喫茶店、カフェ、カフェ・喫茶（その他）","
                ティールーム 閑古鳥
              ","2","3.09","-","3.09"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","カフェ、フレンチ","
                ブラスリーミリー ラ・フォーレ
              ","54","3.32","3.00","3.33"
"dict","null","null","中華菓子","
                菜
              ","null","-","-","-"
"dict","null","null","居酒屋・ダイニングバー（その他）","
                居酒屋　蛍
              ","null","-","-","-"
"dict"," ～￥999","null","和菓子","
                ふるや古賀音庵 実演販売店
              ","1","3.01","3.02","-"
"dict","null"," ～￥999","広東料理、飲茶・点心、中華麺（その他）","
                広東料理 吉兆
              ","180","3.58","3.34","3.58"
"dict","null"," ～￥999","カフェ","
                アラウンド テーブル 山下公園店
              ","3","3.00","-","3.00"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","フレンチ、イタリアン、カフェ","
                山手ローズテラス
              ","27","3.07","3.00","3.09"
"dict","￥3,000～￥3,999","null","日本酒バー、焼酎バー","
                日本酒サガン
              ","9","3.07","3.08","-"
"dict","null","null","中華料理","
                中華味市場
              ","1","-","-","-"
"dict","￥3,000～￥3,999"," ～￥999","カフェ、バー、パスタ","
                SUKA
              ","4","3.03","3.01","3.03"
"dict","null","￥1,000～￥1,999","スイーツ（その他）","
                元町 カップベイク カフェリコ
              ","25","3.33","-","3.33"
"dict","￥10,000～￥14,999","null","洋食","
                レストラン キャプテン
              ","4","3.03","3.04","3.03"
"dict","￥2,000～￥2,999","null","焼鳥、居酒屋、鳥料理","
                鳥貴族 石川町南口店
              ","4","3.02","3.02","-"
"dict","￥2,000～￥2,999"," ～￥999","中華料理、居酒屋、飲茶・点心","
                萬金楼
              ","18","3.04","3.04","3.00"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","割烹・小料理","
                旬の道楽屯
              ","2","-","-","-"
"dict","￥2,000～￥2,999"," ～￥999","台湾料理、飲茶・点心","
                福楼
              ","78","3.29","3.14","3.35"
"dict","￥2,000～￥2,999","null","居酒屋、焼鳥","
                焼鳥十庵 石川町店
              ","1","3.02","3.02","-"
"dict"," ～￥999"," ～￥999","肉まん・中華まん、飲茶・点心、中華菓子","
                紅棉
              ","151","3.58","3.43","3.58"
"dict"," ～￥999"," ～￥999","広東料理","
                広東料理 留仙閣
              ","9","3.08","3.07","3.08"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、広東料理、飲茶・点心","
                鳳林
              ","49","3.16","3.09","3.18"
"dict","null","null","洋食・欧風料理（その他）","
                ユニオン ハーバー
              ","1","-","-","-"
"dict","null","null","居酒屋","
                鎌倉キングスト
              ","null","-","-","-"
"dict","￥3,000～￥3,999","null","フレンチ、ビストロ、ワインバー","
                AMI
              ","12","3.45","3.45","3.02"
"dict","null","null","居酒屋","
                串焼居酒屋 くうかい
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","ラーメン、つけ麺、餃子","
                吉壱家
              ","33","3.07","3.00","3.08"
"dict","￥6,000～￥7,999","￥1,000～￥1,999","創作料理、懐石・会席料理、割烹・小料理","
                滋味食彩 禅
              ","null","-","-","-"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、広東料理、四川料理","
                千禧楼
              ","41","3.00","3.08","3.00"
"dict","￥2,000～￥2,999","null","バー","
                グレート・ウォール
              ","16","3.28","3.28","-"
"dict","￥1,000～￥1,999"," ～￥999","ちゃんぽん、中華料理、ラーメン","
                長崎屋
              ","22","3.11","3.04","3.11"
"dict","￥2,000～￥2,999"," ～￥999","中華料理","
                長城飯店
              ","33","3.00","3.07","3.00"
"dict","null"," ～￥999","肉まん・中華まん","
                華正華
              ","3","3.00","-","3.00"
"dict","null","￥1,000～￥1,999","バー・お酒（その他）","
                カフェ＆バー カレン
              ","3","3.01","3.02","3.00"
"dict"," ～￥999"," ～￥999","カフェ、ベトナム料理","
                カフェ ジャン 横浜中華街店
              ","8","3.06","-","3.07"
"dict","￥3,000～￥3,999","null","カフェ","
                プローカフェ
              ","null","-","-","-"
"dict","null","￥2,000～￥2,999","喫茶店","
                センズ キッチン
              ","3","3.05","-","3.05"
"dict","null"," ～￥999","立ち飲み居酒屋・バー","
                山多屋酒店
              ","7","3.07","3.00","3.08"
"dict","￥4,000～￥4,999"," ～￥999","イタリアン、フレンチ、ラウンジ","
                ゼット ザ・ウエスト&グリル
              ","24","3.00","3.03","3.00"
"dict"," ～￥999"," ～￥999","カフェ","
                マックスカフェ 横浜中華街店
              ","2","3.03","3.03","3.02"
"dict","null","￥1,000～￥1,999","レストラン（その他）","
                にのみや食堂
              ","5","3.01","3.00","3.05"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","その他","
                横濱ワイナリー
              ","1","-","-","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","ダイニングバー、バー、イタリアン","
                ヤーマンズ リゾテラス
              ","8","3.05","-","3.06"
"dict","null"," ～￥999","その他","
                ホテルニューグランド SOGOショップ
              ","2","3.02","-","3.03"
"dict","null","null","カフェ・喫茶（その他）","
                チャイディーカフェ
              ","null","-","-","-"
"dict","￥3,000～￥3,999"," ～￥999","カフェ","
                マーケットテラスカフェ
              ","2","3.03","-","3.03"
"dict","null"," ～￥999","肉まん・中華まん、中華菓子、飲茶・点心","
                重慶飯店 第二売店
              ","52","3.24","3.08","3.23"
"dict","￥2,000～￥2,999"," ～￥999","バー、カフェ","
                ボトルシップ
              ","1","-","-","-"
"dict","null"," ～￥999","中華料理","
                龍門
              ","58","3.00","3.00","2.99"
"dict"," ～￥999","null","カフェ","
                エスプレッソカフェ・コウラン
              ","7","3.01","-","3.01"
"dict","￥1,000～￥1,999"," ～￥999","中華粥、中華麺（その他）、飲茶・点心","
                安記
              ","171","3.58","3.51","3.58"
"dict","null"," ～￥999","日本茶専門店、和菓子、喫茶店","
                カヤ茶屋
              ","1","-","-","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","ハワイ料理、パンケーキ、カフェ","
                エッグスンシングス 横浜山下公園店
              ","285","3.43","3.27","3.30"
"dict","null"," ～￥999","飲茶・点心、中華料理、広東料理","
                翠亨邨茶寮
              ","15","3.06","3.00","3.07"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","中華料理、中華麺（その他）","
                東園
              ","32","3.18","3.09","3.26"
"dict","null"," ～￥999","カフェ","
                CAFE168
              ","7","3.00","-","3.00"
"dict","null","null","洋食・欧風料理（その他）","
                caffe' di mare
              ","null","-","-","-"
"dict","￥3,000～￥3,999","null","フレンチ、ラウンジ","
                アイ・ジー・マリン
              ","1","-","-","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","カフェ","
                LENTO
              ","53","3.58","3.08","3.58"
"dict","null"," ～￥999","ケーキ、チョコレート","
                霧笛楼 元町仏蘭西菓子店
              ","86","3.50","3.23","3.34"
"dict","null","￥1,000～￥1,999","その他","
                カシューツリー モトマチ
              ","2","3.07","-","3.08"
"dict","￥8,000～￥9,999","null","バー","
                バー プレズ
              ","2","-","-","-"
"dict","￥1,000～￥1,999"," ～￥999","定食・食堂、洋食","
                日浦屋
              ","18","3.08","3.08","3.08"
"dict","￥3,000～￥3,999","null","おでん、居酒屋","
                石川屋
              ","21","3.51","3.51","3.01"
"dict","null","null","居酒屋","
                蔵
              ","null","-","-","-"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","イタリアン、ピザ、パスタ","
                ローマステーション
              ","30","3.07","3.07","3.07"
"dict","￥4,000～￥4,999","null","バー","
                azul
              ","4","3.07","3.07","3.02"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","広東料理、飲茶・点心、餃子","
                翠鳳 本店
              ","44","3.24","3.00","3.48"
"dict"," ～￥999"," ～￥999","パン","
                のり蔵
              ","82","3.58","3.11","3.58"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","中華料理","
                横浜中華街 四川麻婆
              ","14","3.08","3.08","3.08"
"dict","￥2,000～￥2,999","null","焼鳥、居酒屋","
                串たけ
              ","1","3.00","3.00","-"
"dict"," ～￥999","null","その他","
                マルエツ プチ 山下公園店
              ","2","3.02","3.02","-"
"dict","￥30,000～"," ～￥999","広東料理、四川料理、上海料理","
                横浜中華街 天外天
              ","58","3.08","3.08","3.09"
"dict","￥1,000～￥1,999"," ～￥999","中華料理、刀削麺、四川料理","
                中華第一家 杜記
              ","132","3.50","3.33","3.44"
"dict","￥3,000～￥3,999","null","中華料理、バイキング、飲茶・点心","
                七福
              ","21","3.00","3.05","3.00"
"dict","￥2,000～￥2,999"," ～￥999","カフェ、バル・バール、コーヒー専門店","
                バル ハッフェン
              ","4","3.06","-","3.06"
"dict","null","null","その他","
                セブンイレブン 横浜中華街朱雀門店
              ","null","-","-","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","台湾料理","
                状元郷
              ","67","3.56","3.51","3.53"
"dict"," ～￥999","null","定食・食堂","
                大戸屋 横浜元町店
              ","9","3.00","3.00","3.00"
"dict","￥3,000～￥3,999","null","懐石・会席料理、割烹・小料理","
                二ツ井
              ","2","3.03","3.03","3.02"
"dict","null","null","居酒屋","
                呑兵衛
              ","null","-","-","-"
"dict","null","null","イタリアン","
                スプーン
              ","null","-","-","-"
"dict","￥2,000～￥2,999"," ～￥999","四川料理、飲茶・点心、ダイニングバー","
                優味彩
              ","36","3.14","3.07","3.14"
"dict","￥1,000～￥1,999"," ～￥999","焼鳥","
                串焼き　太郎
              ","6","3.03","3.01","3.04"
"dict","null","￥1,000～￥1,999","カフェ、ハンバーガー、パスタ","
                立寄処 道中
              ","2","3.04","-","3.04"
"dict","null","null","定食・食堂","
                食堂リュウ
              ","null","-","-","-"
"dict","null","￥1,000～￥1,999","カフェ、バー","
                NAVY 045
              ","4","3.04","-","3.04"
"dict","null","￥1,000～￥1,999","中国茶専門店","
                天仁茗茶
              ","13","3.25","3.07","3.25"
"dict","null"," ～￥999","コーヒー専門店、カフェ","
                ドトールコーヒーショップ 山下町店
              ","15","3.02","-","3.02"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","寿司","
                大寿司
              ","7","3.29","3.16","3.42"
"dict","￥6,000～￥7,999","null","鍋（その他）、割烹・小料理、しゃぶしゃぶ","
                おさ亭
              ","21","3.58","3.58","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","洋食","
                元町グリル
              ","4","3.03","3.03","3.02"
"dict","null"," ～￥999","喫茶店","
                竹美
              ","5","3.01","-","3.02"
"dict"," ～￥999"," ～￥999","肉まん・中華まん、中華菓子、中華料理","
                頂好食品
              ","52","3.17","3.09","3.16"
"dict","null"," ～￥999","カフェ・喫茶（その他）","
                結
              ","1","3.00","-","3.00"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","ステーキ、ハンバーグ","
                いきなり！ペッパーランチダイナー 横浜中華街店
              ","2","3.04","3.04","-"
"dict","null","null","レストラン（その他）","
                大倉屋
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","カフェ、コーヒー専門店、ケーキ","
                CAFE Elliott Avenue
              ","93","3.58","3.09","3.58"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","イタリアン、ピザ、アイスクリーム","
                ピッツェリア ジェラテリア ラッヅォ
              ","65","3.25","3.09","3.39"
"dict"," ～￥999"," ～￥999","その他","
                隆泰商行
              ","1","3.01","-","3.01"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","和菓子","
                元町 香炉庵 元町本店
              ","69","3.54","3.08","3.54"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","台湾料理、飲茶・点心、中華料理","
                ニーハオ
              ","77","3.51","3.50","3.36"
"dict","null","null","居酒屋","
                夜光杯
              ","null","-","-","-"
"dict","￥3,000～￥3,999","null","ダイニングバー","
                黒髭
              ","1","-","-","-"
"dict","null","null","焼鳥","
                いずみや
              ","null","-","-","-"
"dict","￥8,000～￥9,999","￥3,000～￥3,999","懐石・会席料理","
                料理や 森川
              ","2","3.06","3.06","-"
"dict"," ～￥999"," ～￥999","そば、うどん、丼もの（その他）","
                味奈登庵 関内店
              ","35","3.07","3.08","3.06"
"dict","null"," ～￥999","カフェ、定食・食堂、洋食","
                ウエインズ カフェ
              ","4","3.07","-","3.07"
"dict","null"," ～￥999","カフェ","
                カフェ レスト 新山下店
              ","null","-","-","-"
"dict","￥5,000～￥5,999","null","バル・バール、スペイン料理","
                エステカ
              ","2","3.05","3.06","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","中華料理、中華麺（その他）、広東料理","
                奇珍
              ","173","3.58","3.55","3.58"
"dict"," ～￥999"," ～￥999","肉まん・中華まん、飲茶・点心、中華料理","
                皇朝点心舗 2号店
              ","44","3.20","3.05","3.21"
"dict","null","￥1,000～￥1,999","郷土料理（その他）、喫茶店","
                エ モトマチ
              ","3","3.02","-","3.03"
"dict","￥10,000～￥14,999","￥2,000～￥2,999","フレンチ","
                マリーン・ルージュ
              ","34","3.36","3.35","3.08"
"dict","null"," ～￥999","立ち食いそば、うどん、そば","
                ながやま
              ","1","-","-","-"
"dict","null","null","洋食・欧風料理（その他）","
                GIG
              ","1","3.02","3.02","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","ダイニングバー、カフェ、バー・お酒（その他）","
                はこにわプレート
              ","5","3.00","-","3.00"
"dict","null"," ～￥999","カフェ、創作料理","
                ドンカン
              ","3","3.00","-","3.00"
"dict","null","null","焼鳥","
                居酒屋忠雄
              ","null","-","-","-"
"dict","￥1,000～￥1,999"," ～￥999","中華料理","
                上海亭
              ","2","3.04","-","3.05"
"dict"," ～￥999"," ～￥999","ラーメン、餃子","
                らーめん蔵芸 ホームズ新山下店
              ","26","3.03","3.00","3.03"
"dict","￥2,000～￥2,999"," ～￥999","そば、丼もの（その他）、うどん","
                和樂 SOBA Dining
              ","21","3.23","3.00","3.24"
"dict","￥4,000～￥4,999","￥4,000～￥4,999","旅館・オーベルジュ（その他）","
                スーパーホテル 関内
              ","7","3.00","3.01","3.00"
"dict","￥6,000～￥7,999","￥2,000～￥2,999","フレンチ","
                キュイズィーヌ・A・エガミ
              ","17","3.55","3.00","3.58"
"dict","￥30,000～","null","フレンチ、懐石・会席料理","
                フォーシーズン・ダイニングルーム
              ","11","3.58","3.58","3.50"
"dict","￥2,000～￥2,999","null","バー、ラウンジ、バー・お酒（その他）","
                ブルーライトバー
              ","14","3.06","3.07","3.01"
"dict","null","null","バー","
                デ・ランジェ
              ","null","-","-","-"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","洋食、中華料理、懐石・会席料理","
                なみき杏樹
              ","25","3.05","3.04","3.04"
"dict","￥2,000～￥2,999","null","バー","
                インフェルノ 元町店
              ","1","3.00","3.00","-"
"dict","null"," ～￥999","喫茶店","
                風水茶房 横浜元町店
              ","1","-","-","-"
"dict","null","null","レストラン（その他）","
                萩
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","中華菓子、肉まん・中華まん","
                聚楽
              ","109","3.57","3.17","3.56"
"dict","null","￥1,000～￥1,999","カフェ、紅茶専門店","
                サンドグラス
              ","46","3.23","3.07","3.23"
"dict"," ～￥999","null","カフェ","
                fu
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","肉まん・中華まん、飲茶・点心","
                皇朝点心舗 3号店
              ","54","3.23","3.09","3.15"
"dict","￥8,000～￥9,999","￥5,000～￥5,999","うなぎ","
                濱新
              ","12","3.08","-","3.08"
"dict","￥3,000～￥3,999"," ～￥999","イタリアン、ダイニングバー、カフェ","
                ENCOUNTER YOKOHAMA
              ","4","3.05","3.05","3.02"
"dict","￥3,000～￥3,999","null","バー","
                サムサラ
              ","1","-","-","-"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","広東料理、四川料理","
                龍華楼 2号店
              ","22","3.11","3.07","3.17"
"dict","null"," ～￥999","飲茶・点心、肉まん・中華まん","
                源豊行
              ","11","3.10","-","3.19"
"dict","￥2,000～￥2,999"," ～￥999","四川料理、刀削麺、中国鍋・火鍋","
                京華樓
              ","337","3.58","3.58","3.58"
"dict","null","￥2,000～￥2,999","中華料理、台湾料理","
                興昌
              ","11","3.07","3.07","3.05"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","ケーキ、マカロン、パン","
                ラトリエ ドゥ アンティーク
              ","8","3.29","-","3.29"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、広東料理、飲茶・点心","
                梅林閣
              ","35","3.04","3.03","3.05"
"dict"," ～￥999"," ～￥999","飲茶・点心","
                台湾タンパオ 横浜中華街店
              ","1","-","-","-"
"dict","null"," ～￥999","チョコレート","
                ゴディバ 横浜元町店
              ","23","3.08","3.06","3.08"
"dict","null"," ～￥999","カフェ","
                ブラフガーデンカフェ
              ","22","3.23","3.00","3.23"
"dict","null"," ～￥999","喫茶店","
                Untei Cafe
              ","8","3.00","-","3.00"
"dict","￥2,000～￥2,999"," ～￥999","居酒屋","
                北海道 MELT TABLE 横浜元町店
              ","null","-","-","-"
"dict","null"," ～￥999","スイーツ（その他）","
                大とろ牛乳 横浜元町中華街販売所
              ","1","-","-","-"
"dict","￥2,000～￥2,999"," ～￥999","中華料理、飲茶・点心、ラーメン","
                順海閣 本館
              ","60","3.20","3.06","3.40"
"dict","null"," ～￥999","その他","
                福臨閣売店
              ","12","3.03","3.03","3.02"
"dict","null","null","中華料理","
                裕福楼
              ","null","-","-","-"
"dict","null","null","その他","
                東横INN 横浜スタジアム前1
              ","null","-","-","-"
"dict","null"," ～￥999","台湾料理、創作料理","
                富筵
              ","15","3.10","3.03","3.19"
"dict","￥2,000～￥2,999","null","魚介料理・海鮮料理、居酒屋","
                肴処地酒処 くらうん
              ","2","3.05","3.05","-"
"dict","￥3,000～￥3,999","null","ダイニングバー、洋食、ワインバー","
                レトロカフェー
              ","7","3.46","3.46","-"
"dict","null"," ～￥999","その他","
                ナチュラルローソン 横浜元町
              ","3","3.00","-","3.00"
"dict","null"," ～￥999","ラーメン、カレーライス","
                下前商店
              ","205","3.59","3.16","3.59"
"dict","￥3,000～￥3,999","null","バー","
                エーエルシー
              ","4","3.11","3.11","-"
"dict","￥2,000～￥2,999","null","バー","
                ランブル
              ","2","3.02","3.02","-"
"dict","￥2,000～￥2,999","null","居酒屋、焼鳥、ダイニングバー","
                財恩
              ","2","3.03","3.03","-"
"dict","￥1,000～￥1,999"," ～￥999","広東料理","
                天龍菜館
              ","56","3.20","3.16","3.07"
"dict"," ～￥999","￥1,000～￥1,999","北京料理","
                接筵
              ","60","3.51","3.25","3.42"
"dict"," ～￥999"," ～￥999","定食・食堂","
                音羽食堂
              ","7","3.04","3.04","3.04"
"dict","null","null","ビアバー","
                ブラントンズ
              ","null","-","-","-"
"dict","null","null","カレーライス","
                カレーハウスCoCo壱番屋 JR石川町駅南口店
              ","null","-","-","-"
"dict","￥1,000～￥1,999"," ～￥999","中華菓子、肉まん・中華まん、飲茶・点心","
                重慶飯店 第一売店
              ","76","3.36","3.10","3.32"
"dict"," ～￥999","￥1,000～￥1,999","カフェ、スイーツ（その他）","
                カフェ ルシェルシュ
              ","14","3.54","3.06","3.54"
"dict","￥1,000～￥1,999","null","バー、ダイニングバー","
                ４９１house
              ","29","3.07","3.07","-"
"dict","null","null","居酒屋","
                由紀
              ","null","-","-","-"
"dict","￥2,000～￥2,999","null","ワインバー","
                右岸
              ","1","3.04","3.04","-"
"dict","null"," ～￥999","カフェ、パン、サンドイッチ","
                サンマルクカフェ パークスクエア横浜店
              ","17","3.01","3.01","3.00"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、飲茶・点心、居酒屋","
                中国広東料理 廣新楼
              ","3","3.03","-","3.05"
