"_type","budget_dinner","budget_lunch","genre","name","reviewCount","score","score_dinner","score_lunch"
"dict","￥1,000～￥1,999","null","ケーキ、カフェ","
                パティスリー・レ・ビアン・エメ
              ","16","3.53","-","3.53"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、広東料理、居酒屋","
                龍華楼
              ","40","3.10","3.08","3.10"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","中華料理","
                大新園
              ","60","3.50","3.27","3.51"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","広東料理、ホルモン、飲茶・点心","
                金陵
              ","20","3.20","3.08","3.33"
"dict","null"," ～￥999","ハヤシライス、喫茶店、スイーツ（その他）","
                横浜かをり 山下町本店
              ","86","3.10","3.05","3.10"
"dict","null","null","喫茶店","
                アミ
              ","null","-","-","-"
"dict","￥2,000～￥2,999"," ～￥999","中華料理、上海料理、餃子","
                七福
              ","41","3.08","3.07","3.12"
"dict","￥1,000～￥1,999","null","飲茶・点心","
                萬珍茶房 新山下店
              ","12","3.08","3.00","3.12"
"dict","null","null","その他","
                ファミリーマート 和田屋松影町店
              ","null","-","-","-"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、居酒屋、飲茶・点心","
                宏福楼
              ","9","3.06","3.06","3.06"
"dict","￥3,000～￥3,999","null","焼肉","
                焼肉 とらちゃん
              ","6","3.52","3.52","-"
"dict","￥20,000～￥29,999","￥10,000～￥14,999","その他","
                ホテルニューグランド
              ","65","3.51","3.37","3.52"
"dict","null","￥30,000～","その他","
                ザ・クラブ オブ エクセレントコースト
              ","2","3.01","-","3.01"
"dict","￥10,000～￥14,999","null","中華料理、フレンチ、懐石・会席料理","
                エリア　耀
              ","6","3.07","3.08","-"
"dict","null"," ～￥999","カフェ、喫茶店、ケーキ","
                エレーナ
              ","72","3.53","3.06","3.53"
"dict","￥1,000～￥1,999","￥6,000～￥7,999","ワインバー","
                ワインショップエノテカ 横浜元町店
              ","2","3.05","3.04","3.03"
"dict","null","null","寿司","
                光寿司
              ","null","-","-","-"
"dict","￥1,000～￥1,999"," ～￥999","中華粥、飲茶・点心、中華料理","
                謝甜記
              ","265","3.58","3.58","3.58"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","広東料理","
                広州名菜 聚英
              ","26","3.46","3.17","3.32"
"dict","￥2,000～￥2,999","null","ハンバーガー","
                バーガージョーズ 元町店
              ","2","3.00","-","3.00"
"dict","￥3,000～￥3,999"," ～￥999","もつ鍋、串焼き、居酒屋","
                炭火美庵
              ","10","3.03","3.03","3.02"
"dict","null"," ～￥999","立ち飲み居酒屋・バー","
                丸竹商店
              ","2","3.01","-","3.01"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","とんかつ、弁当","
                とんかつ いこい
              ","5","3.04","-","3.04"
"dict","null"," ～￥999","中華料理","
                中華料理 上海
              ","4","3.02","3.00","3.02"
"dict","￥1,000～￥1,999","null","カフェ","
                Cafe Anarchy Mama　
              ","6","3.03","-","3.03"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","ダイニングバー、カフェ","
                ジャグカフェ
              ","19","3.08","3.00","3.16"
"dict","null"," ～￥999","その他","
                萬来亭製麺所
              ","5","3.07","-","3.07"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","カフェ","
                しょうゆ きゃふぇ
              ","73","3.53","-","3.53"
"dict","null","null","ダイニングバー","
                レストラン＆ﾊﾞｰ　SEAT
              ","null","-","-","-"
"dict","￥3,000～￥3,999"," ～￥999","パスタ、カフェ、バー","
                Chicca
              ","4","3.05","-","3.05"
"dict"," ～￥999","￥1,000～￥1,999","広東料理、飲茶・点心、ラーメン","
                珍膳美
              ","12","3.08","3.08","3.08"
"dict","￥5,000～￥5,999","￥2,000～￥2,999","カフェ、フレンチ、ビストロ","
                美女と野獣のカフェ･レストラン ビューティー＆ザ ビースト
              ","8","3.06","3.06","3.00"
"dict"," ～￥999"," ～￥999","ラーメン","
                自家製麺中華SOBA 旭
              ","7","3.08","3.06","3.08"
"dict","￥4,000～￥4,999","￥2,000～￥2,999","広東料理、飲茶・点心、中華料理","
                菜香新館
              ","534","3.59","3.59","3.59"
"dict","￥10,000～￥14,999","￥5,000～￥5,999","フレンチ、欧風カレー","
                横濱元町 霧笛楼
              ","251","3.80","3.82","3.78"
"dict","￥1,000～￥1,999","null","中華麺（その他）、創作料理、カフェ・喫茶（その他）","
                馬さんの中華パスタ店 双喜麺上海
              ","1","3.04","-","3.04"
"dict","￥2,000～￥2,999","null","焼鳥","
                虹の麓
              ","7","3.06","3.06","-"
"dict","null"," ～￥999","中華菓子、中華料理","
                蔓順行
              ","1","3.00","-","3.00"
"dict","￥3,000～￥3,999"," ～￥999","ダイニングバー","
                カントリー ハウス
              ","6","3.00","3.02","3.00"
"dict","null","null","カフェ","
                バニラ
              ","null","-","-","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","スープカレー","
                アルペンジロー 元町店
              ","13","3.48","-","3.48"
"dict","￥3,000～￥3,999","null","ワインバー、西洋各国料理（その他）","
                サンクセパージュ
              ","2","3.01","3.01","3.01"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","飲茶・点心、上海料理、広東料理","
                上海豫園 小龍包館
              ","131","3.52","3.51","3.36"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","ピザ、イタリアン、ワインバー","
                ピッツェリア ヴィスコンティ
              ","69","3.58","3.57","3.12"
"dict","￥4,000～￥4,999","null","ダイニングバー","
                和菜酒房 侘sabi
              ","2","3.05","3.06","-"
"dict","￥1,000～￥1,999"," ～￥999","上海料理","
                上海飯店
              ","29","3.00","3.05","3.00"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","弁当、デリカテッセン、フレンチ","
                オリーブ
              ","13","3.28","3.00","3.29"
"dict","null"," ～￥999","甘味処","
                いろり
              ","19","3.08","3.06","3.08"
"dict"," ～￥999"," ～￥999","広東料理","
                海南飯店
              ","126","3.56","3.43","3.54"
"dict","￥2,000～￥2,999","null","居酒屋、焼鳥","
                横浜ゴールデンチキン
              ","1","3.05","3.05","-"
"dict","null","￥1,000～￥1,999","中華菓子","
                聘珍大甘栗 北京小路店
              ","18","3.09","3.09","3.07"
"dict","null","￥5,000～￥5,999","肉まん・中華まん、飲茶・点心、デリカテッセン","
                重慶飯店 横浜中華街本館売店
              ","12","3.24","3.09","3.16"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","カフェ、ハンバーガー","
                コペラニ 元町店
              ","14","3.00","-","3.00"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","カフェ、ケーキ、創作料理","
                汐汲坂ガーデン
              ","101","3.25","3.07","3.25"
"dict","￥2,000～￥2,999"," ～￥999","四川料理、刀削麺","
                京華樓 中華街大通り店
              ","68","3.51","3.50","3.48"
"dict","null","￥3,000～￥3,999","紅茶専門店","
                ラ・テイエール
              ","17","3.08","-","3.08"
"dict"," ～￥999"," ～￥999","喫茶店","
                萬來行カフェ
              ","9","3.05","3.00","3.05"
"dict","null"," ～￥999","クレープ","
                サンク・エトワール
              ","3","3.03","-","3.03"
"dict","null","￥1,000～￥1,999","中華料理、四川料理","
                知味亭
              ","3","3.04","-","3.06"
"dict","null"," ～￥999","肉まん・中華まん","
                老維新
              ","34","3.06","3.04","3.06"
"dict","￥3,000～￥3,999","￥2,000～￥2,999","上海料理、中華粥、中華麺（その他）","
                桃源邨
              ","28","3.13","3.12","3.08"
"dict","null","null","カフェ","
                ロコソウルレコード＆カフェ 横浜
              ","null","-","-","-"
"dict","￥3,000～￥3,999","null","割烹・小料理","
                元町酒房
              ","2","3.10","3.10","3.03"
"dict","￥2,000～￥2,999","null","バー","
                ラニスターズ
              ","null","-","-","-"
"dict","null","null","鉄板焼き","
                鉄板焼浜
              ","null","-","-","-"
"dict","null","null","中華菓子","
                華陽園
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","中華料理、バイキング","
                華龍飯店
              ","5","3.06","3.00","3.06"
"dict","￥3,000～￥3,999","null","飲茶・点心","
                美心酒家
              ","2","3.04","3.04","3.04"
"dict","null"," ～￥999","喫茶店、コーヒー専門店、ケーキ","
                キャラバンコーヒー 横浜元町店
              ","27","3.13","3.00","3.13"
"dict","null","null","和食（その他）","
                大門
              ","null","-","-","-"
"dict","￥2,000～￥2,999"," ～￥999","バー・お酒（その他）、カフェ・喫茶（その他）","
                ミントンハウス
              ","6","3.03","3.03","3.01"
"dict","null","null","スペイン料理、ワインバー","
                ROCKET
              ","null","-","-","-"
"dict","￥3,000～￥3,999"," ～￥999","台湾料理、餃子、中華料理","
                壹路發
              ","5","3.04","3.03","3.04"
"dict","null","null","洋食","
                百胡
              ","null","-","-","-"
"dict","￥1,000～￥1,999","null","居酒屋","
                居酒屋風来坊
              ","null","-","-","-"
"dict","null"," ～￥999","ファミレス","
                ガスト 横浜元町店
              ","7","3.00","-","3.00"
"dict","￥2,000～￥2,999"," ～￥999","中華料理、広東料理、飲茶・点心","
                笑里寿
              ","35","3.00","3.04","3.00"
"dict"," ～￥999","null","中華料理","
                珍来軒
              ","2","3.00","3.00","-"
"dict","￥10,000～￥14,999","￥5,000～￥5,999","フレンチ","
                ラ・バンリュー
              ","16","3.51","3.51","3.06"
"dict","null","null","中国茶専門店","
                茶言葉
              ","null","-","-","-"
"dict","null"," ～￥999","定食・食堂","
                ウェーブ
              ","3","3.03","-","3.03"
"dict","null"," ～￥999","カフェ、喫茶店","
                こま
              ","2","3.00","-","3.00"
"dict","null","￥1,000～￥1,999","中華料理","
                中華楼
              ","5","3.00","-","3.00"
"dict","null"," ～￥999","レストラン（その他）","
                PIMO ホームズ新山下店
              ","7","3.01","3.00","3.01"
"dict","null","null","居酒屋","
                港１３番地
              ","null","-","-","-"
"dict","null","￥1,000～￥1,999","かに、懐石・会席料理","
                新蟹懐石 蟹風船 横浜山下公園店
              ","32","3.35","3.30","3.13"
"dict"," ～￥999"," ～￥999","喫茶店","
                喫茶室ルノアール 横浜元町店
              ","20","3.02","3.01","3.02"
"dict","null"," ～￥999","洋食","
                アルファ
              ","5","3.03","-","3.03"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","ダイニングバー、バー","
                JH Cafe
              ","28","3.06","3.01","3.06"
"dict"," ～￥999"," ～￥999","中華菓子、肉まん・中華まん、カフェ","
                中華菜館 同發 新館売店
              ","58","3.39","3.10","3.33"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","ステーキ","
                いきなりステーキ 横浜元町店
              ","18","3.07","3.07","3.07"
"dict","null","null","肉まん・中華まん、飲茶・点心、中華菓子","
                大珍食品公司
              ","1","-","-","-"
"dict","null"," ～￥999","学生食堂","
                カフェテラス・フェリス
              ","1","3.00","-","3.00"
"dict","null","null","レストラン（その他）","
                マルシェドラパン
              ","null","-","-","-"
"dict","null"," ～￥999","定食・食堂、中華料理、ラーメン","
                波止場食堂 山下店
              ","5","3.00","-","3.00"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","魚介料理・海鮮料理、スイーツ（その他）、天ぷら・揚げ物（その他）","
                美・伊豆 横浜中華街アンテナショップ
              ","5","3.00","-","3.00"
"dict","null"," ～￥999","肉まん・中華まん","
                麻花王
              ","1","-","-","-"
"dict","￥1,000～￥1,999","null","バー","
                日暮し
              ","2","3.03","3.03","-"
"dict"," ～￥999"," ～￥999","飲茶・点心、アイスクリーム","
                横浜大飯店 大通り店
              ","52","3.51","3.09","3.50"
"dict","￥2,000～￥2,999"," ～￥999","バー、バー・お酒（その他）、立ち飲み居酒屋・バー","
                BAR NORGE
              ","15","3.43","3.43","-"
"dict","￥5,000～￥5,999","￥3,000～￥3,999","懐石・会席料理、天ぷら","
                隨縁亭 ホテルモントレ横浜
              ","8","3.26","3.15","3.24"
"dict","null"," ～￥999","肉まん・中華まん、飲茶・点心、中華料理","
                江戸清 関帝廟通り店
              ","46","3.22","3.08","3.22"
"dict","null","null","ちゃんぽん","
                リンガーハット ドン・キホーテ山下公園店
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","中華菓子、肉まん・中華まん","
                華正樓 横浜中華街新館売店
              ","130","3.57","3.24","3.56"
"dict","￥1,000～￥1,999"," ～￥999","中華料理","
                興福亭
              ","4","3.00","-","3.00"
"dict","null","null","定食・食堂","
                和尚
              ","null","-","-","-"
"dict","￥3,000～￥3,999","null","カフェ、バー","
                ポアーハウス
              ","1","-","-","-"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","レストラン（その他）","
                コラク
              ","4","3.34","3.15","3.40"
"dict","￥10,000～￥14,999","￥6,000～￥7,999","モダンフレンチ、ワインバー","
                マークス ガストロノミー&ワイン
              ","5","3.31","-","3.51"
"dict","￥3,000～￥3,999","null","洋食","
                マリオズ キッチン
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","かき氷","
                雪の氷
              ","1","-","-","-"
"dict"," ～￥999","null","ステーキ、ハンバーガー、パブ","
                レザーラッシュ
              ","4","3.03","3.03","-"
"dict","￥6,000～￥7,999","null","ラウンジ","
                オールドデイズクラブ
              ","1","3.02","3.02","-"
"dict","￥4,000～￥4,999"," ～￥999","和食（その他）","
                健食優菜 ひら
              ","12","3.07","3.06","3.07"
"dict","￥1,000～￥1,999"," ～￥999","中華料理","
                双明楼
              ","30","3.06","3.06","3.03"
"dict","￥3,000～￥3,999","null","バー","
                カウンター・バー・スイ
              ","2","3.03","3.03","-"
"dict"," ～￥999"," ～￥999","中華料理","
                盛香園
              ","29","3.07","3.00","3.09"
"dict","null"," ～￥999","カフェ、バー","
                レイジー スターフィッシュ
              ","9","3.22","3.03","3.22"
"dict","￥2,000～￥2,999"," ～￥999","刀削麺、四川料理、ラーメン","
                麺王翔記
              ","48","3.00","3.06","3.00"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","パスタ","
                J PASTA 横浜元町本店
              ","50","3.29","3.00","3.38"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","広東料理、上海料理、中華麺（その他）","
                海員閣
              ","318","3.59","3.59","3.58"
"dict"," ～￥999"," ～￥999","飲茶・点心、中華料理、台湾料理","
                王府井
              ","271","3.53","3.23","3.53"
"dict","￥3,000～￥3,999","￥2,000～￥2,999","バー","
                バー　スリーマティーニ
              ","62","3.60","3.61","3.00"
"dict","￥2,000～￥2,999"," ～￥999","カフェ、ワインバー、フレンチトースト","
                カフェ カゼッタ
              ","null","-","-","-"
"dict","null"," ～￥999","中華料理、肉まん・中華まん","
                香港飯店
              ","5","3.02","3.01","3.02"
"dict"," ～￥999","￥1,000～￥1,999","肉まん・中華まん、中華菓子","
                中国貿易公司 中華街本店
              ","15","3.24","3.09","3.24"
"dict","null","￥1,000～￥1,999","日本茶専門店、豆腐料理・湯葉料理、カフェ","
                日本茶専門店 茶倉
              ","83","3.51","3.25","3.36"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","上海料理","
                馬さんの店龍仙 市場館
              ","77","3.15","3.00","3.19"
"dict","null"," ～￥999","広東料理、中華麺（その他）","
                翠香園
              ","51","3.19","3.10","3.21"
"dict","null","null","居酒屋","
                忍
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","カフェ、パン","
                サンマルクカフェ 横浜中華街東門店
              ","20","3.04","3.02","3.04"
"dict","￥2,000～￥2,999","null","バー","
                Limestone　CAVE
              ","1","-","-","-"
"dict","￥3,000～￥3,999"," ～￥999","バー、居酒屋・ダイニングバー（その他）、無国籍料理","
                ノア
              ","5","3.02","3.00","3.02"
"dict"," ～￥999"," ～￥999","肉まん・中華まん、中華料理、飲茶・点心","
                中華味市場
              ","11","3.00","3.01","3.00"
"dict","null","null","中華料理","
                太平楼
              ","1","3.00","3.00","3.00"
"dict","null"," ～￥999","洋菓子（その他）","
                ミレメーレ
              ","16","3.15","-","3.15"
"dict","null","null","レストラン（その他）","
                燻製グリル小屋 スモークシャック
              ","null","-","-","-"
"dict","￥3,000～￥3,999","null","割烹・小料理、日本酒バー","
                七草
              ","2","-","-","-"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","上海料理、焼きそば","
                横浜中華街　梅蘭　新館
              ","112","3.16","3.09","3.09"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","ラーメン、つけ麺","
                塩らー麺 本丸亭 横浜元町店
              ","189","3.53","3.42","3.51"
"dict","￥4,000～￥4,999","null","広東料理、その他","
                同發 焼物売店
              ","4","3.21","3.04","3.41"
"dict","￥2,000～￥2,999"," ～￥999","お好み焼き、もんじゃ焼き、たこ焼き","
                お好み焼き ころんぶす 石川町北口駅前店
              ","23","3.07","3.08","3.06"
"dict","null"," ～￥999","カフェ","
                ハハ カフェ
              ","9","3.22","3.08","3.19"
"dict","null","￥1,000～￥1,999","パンケーキ、カフェ","
                FLIPPER'S 横浜元町店
              ","15","3.14","-","3.14"
"dict"," ～￥999"," ～￥999","中華菓子、肉まん・中華まん","
                華正楼 横浜中華街南門シルクロード店
              ","22","3.45","3.09","3.47"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","カフェ・喫茶（その他）、パフェ、中華粥","
                楊貴妃cafe Chinois
              ","14","3.06","-","3.06"
"dict","null"," ～￥999","北京料理、中華料理","
                北京
              ","28","3.32","3.10","3.23"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","カフェ、ケーキ","
                パブロフ
              ","139","3.58","3.41","3.58"
"dict","null"," ～￥999","カフェ","
                ファイトホームカフェ
              ","3","3.02","3.02","3.00"
"dict","null"," ～￥999","カフェ","
                EXPLORERS
              ","1","3.00","-","3.00"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","居酒屋、日本酒バー、弁当","
                久佑
              ","29","3.50","3.51","3.00"
"dict","null","null","餃子","
                明朝
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","カフェ・喫茶（その他）","
                ガーデンテラスカフェ
              ","12","3.12","-","3.12"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","中華料理、広東料理、北京料理","
                三国志 新館
              ","25","3.00","3.08","2.99"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","洋食","
                KITCHEN JO'S 元町店
              ","12","3.05","3.03","3.05"
"dict","null"," ～￥999","その他","
                悟空 1号店
              ","7","3.01","-","3.01"
"dict","￥4,000～￥4,999","null","魚介料理・海鮮料理、炭火焼き","
                ミルキー鉄男
              ","1","-","-","-"
"dict","null"," ～￥999","ラーメン","
                桜の華
              ","1","-","-","-"
"dict","￥5,000～￥5,999","￥3,000～￥3,999","フレンチ","
                エスカーレ ホテルモントレ横浜
              ","25","3.11","3.07","3.18"
"dict","null"," ～￥999","定食・食堂、レストラン（その他）","
                浜風
              ","6","3.00","3.02","3.00"
"dict","￥4,000～￥4,999","null","洋食・欧風料理（その他）","
                Cafe Cha
              ","1","-","-","-"
"dict","null"," ～￥999","その他","
                ファミレス☆１９３８
              ","1","3.01","-","3.01"
"dict","￥3,000～￥3,999","null","割烹・小料理、鳥料理、居酒屋","
                横浜骨付き鶏 まる金
              ","10","3.08","3.09","3.05"
"dict","￥2,000～￥2,999","null","カフェ、バー","
                ピクニックパーティ
              ","1","-","-","-"
"dict","null"," ～￥999","和菓子","
                金米堂本店
              ","14","3.09","3.07","3.09"
"dict","￥3,000～￥3,999","null","居酒屋","
                貴らく
              ","9","3.51","3.51","3.02"
"dict","￥8,000～￥9,999","￥3,000～￥3,999","フレンチ","
                エリゼ光
              ","84","3.56","3.50","3.59"
"dict","null","null","居酒屋","
                三楽
              ","null","-","-","-"
"dict","null","null","居酒屋","
                マルキン屋
              ","null","-","-","-"
"dict","￥10,000～￥14,999","null","寿司","
                広典
              ","15","3.62","3.62","-"
"dict","￥1,000～￥1,999","null","カフェ、洋菓子（その他）、サンドイッチ","
                ピースフラワーマーケット＆カフェ
              ","13","3.45","-","3.45"
"dict","￥1,000～￥1,999","null","バー","
                ステージ　コーチ
              ","7","3.02","3.01","3.02"
"dict","￥2,000～￥2,999","null","焼肉","
                焼肉 オセヨ
              ","4","3.03","-","3.04"
"dict","￥2,000～￥2,999"," ～￥999","広東料理、中華料理、肉まん・中華まん","
                楽園
              ","108","3.51","3.34","3.51"
"dict","null","null","バー","
                バー トラフィック
              ","1","3.01","3.01","3.01"
"dict","null"," ～￥999","カフェ・喫茶（その他）","
                関帝堂書店
              ","9","3.08","-","3.08"
"dict","null"," ～￥999","カフェ","
                カフェ プレシャスカラー
              ","3","3.04","-","3.04"
"dict"," ～￥999"," ～￥999","パン、カフェ、洋菓子（その他）","
                ecomo Bakery YOKOHAMA MOTOMACHI
              ","86","3.59","3.51","3.59"
"dict","￥5,000～￥5,999","￥2,000～￥2,999","旅館・オーベルジュ（その他）","
                ホテルモントレ 横浜
              ","10","3.06","3.05","3.06"
"dict","null","￥1,000～￥1,999","広東料理","
                中国料理 隆昌園 横浜中華街店
              ","13","3.07","3.07","3.06"
"dict","￥1,000～￥1,999","null","カフェ","
                タリーズコーヒー &TEA横浜元町店
              ","4","3.03","-","3.03"
"dict","￥2,000～￥2,999"," ～￥999","イタリアン、アメリカ料理、ハンバーグ","
                レストランヤンキィース
              ","16","3.05","3.04","3.06"
"dict"," ～￥999"," ～￥999","コーヒー専門店、喫茶店","
                上島珈琲店 横浜元町店
              ","27","3.00","3.06","3.00"
"dict"," ～￥999"," ～￥999","喫茶店、バー","
                こだわりのジャズ喫茶 マシュマロ
              ","2","3.04","3.02","3.03"
"dict","￥1,000～￥1,999","null","立ち飲み居酒屋・バー、もつ焼き、居酒屋","
                車橋もつ肉店
              ","90","3.56","3.56","3.07"
"dict","null"," ～￥999","喫茶店、バー、カフェ・喫茶（その他）","
                無
              ","61","3.14","3.00","3.14"
"dict","￥3,000～￥3,999","null","ワインバー","
                杵屋 ワインアンドタパス
              ","2","3.00","3.00","-"
"dict","null"," ～￥999","中華料理","
                白楽天
              ","20","3.05","3.00","3.06"
"dict","￥4,000～￥4,999","null","割烹・小料理","
                柴田
              ","4","3.02","3.02","-"
"dict","￥3,000～￥3,999"," ～￥999","広東料理、中華料理、創作料理","
                清香園 中華街店
              ","50","3.13","3.09","3.11"
"dict"," ～￥999","null","トルコ料理、西アジア料理（その他）、アイスクリーム","
                アリババケバブ 中華街店
              ","1","-","-","-"
"dict","null","null","喫茶店、韓国料理、カフェ","
                ミンドレ
              ","null","-","-","-"
"dict","￥2,000～￥2,999","null","ホルモン、焼肉","
                ひょうたん 石川町店
              ","19","3.26","3.26","-"
"dict","￥4,000～￥4,999","null","ビアガーデン、バーベキュー","
                横浜マリンタワービアガーデン
              ","1","-","-","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","カフェ・喫茶（その他）","
                cafe & bar MÉLI-MÉLO
              ","6","3.12","3.12","3.06"
"dict","￥6,000～￥7,999","￥1,000～￥1,999","フレンチ、ビストロ、ステーキ","
                ブラッスリー アルティザン
              ","199","3.59","3.61","3.58"
"dict","null","￥1,000～￥1,999","その他","
                一石屋酒店
              ","1","3.01","-","3.01"
"dict","null","null","割烹・小料理","
                遊亀たかまつ
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","中華麺（その他）、ラーメン","
                東方蘭州牛肉麺
              ","1","3.04","3.05","3.04"
"dict","null"," ～￥999","ダイニングバー、アジア・エスニック料理（その他）、カフェ","
                チャイ　ティー　カフェ
              ","74","3.15","3.07","3.15"
"dict","￥8,000～￥9,999","null","旅館・オーベルジュ（その他）","
                ダイワロイネットホテル横浜公園
              ","4","3.05","3.04","3.05"
"dict","null","null","フレンチ","
                ル トリオンフ
              ","null","-","-","-"
"dict","null","￥2,000～￥2,999","カフェ、ケーキ","
                カフェ ル アーブル
              ","3","3.02","-","3.02"
"dict","￥3,000～￥3,999"," ～￥999","広東料理","
                南粤美食
              ","67","3.58","3.57","3.58"
"dict","￥1,000～￥1,999"," ～￥999","中華料理、担々麺","
                東北人家
              ","54","3.52","3.51","3.19"
"dict","￥2,000～￥2,999","null","バー","
                BoW
              ","null","-","-","-"
"dict","null","￥2,000～￥2,999","その他","
                アメリカ山公園パートナーズ
              ","1","3.01","-","3.01"
"dict","null","￥15,000～￥19,999","その他","
                ホテルリブマックス 横浜元町駅前店
              ","2","3.01","-","3.02"
"dict","￥8,000～￥9,999","￥5,000～￥5,999","そば、割烹・小料理","
                横浜 晋山
              ","6","3.51","3.51","3.20"
"dict"," ～￥999"," ～￥999","その他","
                耀盛號 売店
              ","55","3.10","3.08","3.08"
"dict","￥6,000～￥7,999","￥2,000～￥2,999","広東料理、中華料理、飲茶・点心","
                萬珍樓
              ","512","3.73","3.81","3.74"
"dict","￥6,000～￥7,999","￥2,000～￥2,999","飲茶・点心、広東料理","
                萬珍樓點心舗
              ","376","3.61","3.60","3.60"
"dict","null","￥2,000～￥2,999","旅館","
                KKRポートヒル 横浜
              ","2","3.04","-","3.05"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","ピザ、ワインバー","
                ワインホール
              ","24","3.30","3.25","3.08"
"dict","￥5,000～￥5,999","null","バー、カフェ、ダイニングバー","
                Question
              ","3","3.00","3.00","-"
"dict","null","￥1,000～￥1,999","洋菓子（その他）、喫茶店","
                エイコ　モリタ
              ","8","3.07","-","3.07"
"dict","null","￥1,000～￥1,999","肉まん・中華まん","
                美心
              ","6","3.00","3.00","3.00"
"dict"," ～￥999"," ～￥999","肉まん・中華まん、中華菓子、中国茶専門店","
                萬珍樓売店 中華街大通店
              ","40","3.50","3.33","3.33"
"dict","null","￥1,000～￥1,999","その他","
                大木の肉屋
              ","19","3.09","3.01","3.16"
"dict","￥3,000～￥3,999","null","ダイニングバー、スペイン料理","
                サブローソ
              ","26","3.07","3.07","3.03"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","イタリアン、そば、居酒屋","
                元町Cerisier
              ","7","3.00","-","3.00"
"dict","null"," ～￥999","その他","
                欧州航路 横浜中華街本店
              ","3","3.01","-","3.01"
"dict","null"," ～￥999","広東料理","
                興華菜館
              ","14","3.06","3.00","3.08"
"dict","￥3,000～￥3,999","￥2,000～￥2,999","中華料理","
                横浜中華街 華福飯店
              ","49","3.00","3.00","3.00"
"dict","null","null","中華料理","
                龍月食房
              ","null","-","-","-"
"dict"," ～￥999","null","バー","
                バー・ナゴミ
              ","1","-","-","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","中華料理、バー・お酒（その他）","
                大福林
              ","19","3.07","3.08","3.04"
"dict","null","null","焼鳥","
                居酒屋やすらぎ
              ","null","-","-","-"
"dict","null","￥1,000～￥1,999","飲茶・点心","
                馬さんの点心工房
              ","13","3.06","3.03","3.07"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","旅館・オーベルジュ（その他）、バイキング、中華料理","
                ローズホテル横浜
              ","21","3.06","3.06","3.06"
"dict"," ～￥999"," ～￥999","スイーツ（その他）、カフェ、甘味処","
                MeetFresh 鮮芋仙 横浜中華街店
              ","9","3.05","-","3.06"
"dict"," ～￥999"," ～￥999","中華料理","
                京城飯店
              ","28","3.00","3.00","3.00"
"dict"," ～￥999"," ～￥999","台湾料理、中華料理","
                ちまき屋
              ","54","3.53","3.18","3.53"
"dict","￥1,000～￥1,999"," ～￥999","ハンバーガー、カフェ、喫茶店","
                フレッシュネスバーガー 山下店
              ","15","3.02","3.00","3.02"
"dict","￥3,000～￥3,999","null","中華料理、広東料理、飲茶・点心","
                保昌
              ","30","3.06","3.05","3.06"
"dict","null"," ～￥999","中華料理","
                中華 ワンちゃん
              ","3","3.04","3.00","3.05"
"dict","￥2,000～￥2,999","null","バー","
                バー・マリーン
              ","4","3.06","3.06","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","洋食、ハンバーグ、オムライス","
                山手ROCHE
              ","51","3.09","3.06","3.17"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","パンケーキ、カフェ、洋食","
                パンケーキ リストランテ
              ","435","3.58","3.24","3.58"
